return_coke,return_pepsi
-0.003780718336483968,-0.0028901734104046506
-0.00189753320683117,-0.01449275362318836
-0.008593155893536042,-0.008823529411764675
-0.004755695328679921,-0.005934718100890191
0.0012331406551060464,0.0
-0.0038610038610038533,0.0014328358208954839
-0.007751937984496138,-0.0029808036246572467
0.0,0.012078450131547402
0.0078125,0.010280042538107104
0.0,-0.0029239766081871066
0.005813953488372103,-0.001407624633431137
0.007707129094412402,-0.0029366850698930858
0.007648183556405286,0.0
0.009487666034155628,0.001413760603204528
0.0,0.00588235294117645
0.001879699248120259,0.005847953216374213
0.0,-0.008720930232558155
-0.0018761726078799779,-0.0058651026392961825
0.0,-0.001415929203539834
0.0,0.0
0.003759398496240518,-0.008980267044783052
0.001872659176029856,-0.0014307857398354606
0.010242990654205641,0.0014328358208954839
0.01761397276494958,0.010492428758793304
-0.0072727272727273196,-0.014749262536873142
-0.001831501831501825,0.0
-0.003669724770642202,0.007425149700598821
-0.0018416206261510082,0.0015454113171657902
-0.0018450184501844769,0.005934718100890191
0.001848428835489857,0.03539823008849563
0.0046494464944648595,-0.005698005698005715
0.0027179901564680087,-0.011461318051575908
-0.009157509157509125,-0.011594202898550732
0.005545286506469571,-0.008797653958944274
0.009191176470588314,0.002958579881656709
0.012750455373406133,0.0015339233038347277
0.010791366906474753,0.002945334590009452
0.001779359430605032,0.007282978973334853
0.03197158081705154,0.03206997084548102
-0.012048192771084376,-0.011299435028248594
-0.010452961672473893,-0.001371428571428579
0.035211267605633756,0.00995651178759438
-0.008503401360544172,0.008498583569405138
-0.010291595197255532,-0.011235955056179803
-0.017331022530329254,0.0
0.0,-0.001477272727272716
0.003527336860670305,-0.0055764197109366975
0.005272407732864748,0.001373311970702673
0.012237762237762295,0.0
0.005181347150259086,0.0014857142857143124
-0.0025429553264605387,0.005591692342804988
-0.007786122786467287,-0.002837040399455315
0.00868055555555558,-0.0027313076135200287
-0.0034423407917383297,0.001369394043136074
0.005181347150259086,0.0013675213675214959
-0.0034364261168384758,0.004324570388073212
0.0017241379310344307,0.0
-0.0017211703958691649,-0.0028328611898017497
